"SITE_CODE","SITE_NAME","PARAMETER_NAME","PARAMETER_TYPE","ENVIRON_COMPARTMENT","ENVIRON_COMPARTMENT_SUB","MEASURED_CATEGORY","SAMPLING_DATE","SUBSAMPLE","SAMPLE_ID"
"BarentsEchinoderms2015_St8","Station 8","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","Ctenodiscus crispatus","BarentsEchinoderms2015_St8-Copper-BiotaAquatic-2015-08-01-R-CtenodiscusCrispatus"
"BarentsEchinoderms2015_St8","Station 8","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","Ophiopleura borealis","BarentsEchinoderms2015_St8-Copper-BiotaAquatic-2015-08-01-R-OphiopleuraBorealis"
"BarentsEchinoderms2015_St9","Station 9","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","1","BarentsEchinoderms2015_St9-Copper-BiotaAquatic-2015-08-01-R-1"
"BarentsEchinoderms2015_St12","Station 12","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","Ctenodiscus crispatus","BarentsEchinoderms2015_St12-Copper-BiotaAquatic-2015-08-01-R-CtenodiscusCrispatus"
"BarentsEchinoderms2015_St12","Station 12","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","Icasterias panopla","BarentsEchinoderms2015_St12-Copper-BiotaAquatic-2015-08-01-R-IcasteriasPanopla"
"BarentsEchinoderms2015_St12","Station 12","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","Pontaster tenuispinus","BarentsEchinoderms2015_St12-Copper-BiotaAquatic-2015-08-01-R-PontasterTenuispinus"
"BarentsEchinoderms2015_St13","Station 13","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","Pontaster tenuispinus","BarentsEchinoderms2015_St13-Copper-BiotaAquatic-2015-08-01-R-PontasterTenuispinus"
"BarentsEchinoderms2015_St13","Station 13","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","Heliometra glacialis","BarentsEchinoderms2015_St13-Copper-BiotaAquatic-2015-08-01-R-HeliometraGlacialis"
"BarentsEchinoderms2015_St14","Station 14","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","Crossaster papposus","BarentsEchinoderms2015_St14-Copper-BiotaAquatic-2015-08-01-R-CrossasterPapposus"
"BarentsEchinoderms2015_St14","Station 14","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","Ophiura sarsii","BarentsEchinoderms2015_St14-Copper-BiotaAquatic-2015-08-01-R-OphiuraSarsii"
"BarentsEchinoderms2015_St15","Station 15","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","1","BarentsEchinoderms2015_St15-Copper-BiotaAquatic-2015-08-01-R-1"
"BarentsEchinoderms2015_St16","Station 16","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","1","BarentsEchinoderms2015_St16-Copper-BiotaAquatic-2015-08-01-R-1"
"BarentsEchinoderms2015_St17","Station 17","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","Ctenodiscus crispatus","BarentsEchinoderms2015_St17-Copper-BiotaAquatic-2015-08-01-R-CtenodiscusCrispatus"
"BarentsEchinoderms2015_St17","Station 17","Copper","Stressor","Biota","Biota, Aquatic","Internal","2015-08-01","Pontaster tenuispinus","BarentsEchinoderms2015_St17-Copper-BiotaAquatic-2015-08-01-R-PontasterTenuispinus"
