"SAMPLE_ID","SITE_CODE","PARAMETER_NAME","ENVIRON_COMPARTMENT","ENVIRON_COMPARTMENT_SUB","MEASURED_CATEGORY","SAMPLING_DATE","SUBSAMPLE","SPECIES_GROUP","SAMPLE_SPECIES","SAMPLE_TISSUE","SAMPLE_SPECIES_LIFESTAGE","SAMPLE_SPECIES_GENDER","BIOTA_COMMENT"
"ARKIXb1993FramGrnld_FS-Copper-BiotaAquatic-1993-03-01-RH. glacialis","ARKIXb1993FramGrnld_FS","Copper","Biota","Biota, Aquatic","Internal","1993-03-01","H. glacialis","Crustaceans","Hymenodora glacialis","Whole body","Adult","Not reported","Authors report species ID as provisional. Some uncertainty over tissue in copepods but in all likelihood is whole body,"
"ARKIXb1993FramGrnld_GS-Copper-BiotaAquatic-1993-03-01-RH. glacialis","ARKIXb1993FramGrnld_GS","Copper","Biota","Biota, Aquatic","Internal","1993-03-01","H. glacialis","Crustaceans","Hymenodora glacialis","Whole body","Adult","Not reported","Authors report species ID as provisional. Some uncertainty over tissue in copepods but in all likelihood is whole body,"
"ARKIXb1993FramGrnld_FS-Copper-BiotaAquatic-1993-03-01-RM. longa","ARKIXb1993FramGrnld_FS","Copper","Biota","Biota, Aquatic","Internal","1993-03-01","M. longa","Crustaceans","Metridia longa","Whole body","Adult","Not reported","Authors report species ID as provisional. Some uncertainty over tissue in copepods but in all likelihood is whole body,"
"ARKIXb1993FramGrnld_GS-Copper-BiotaAquatic-1993-03-01-RM. longa","ARKIXb1993FramGrnld_GS","Copper","Biota","Biota, Aquatic","Internal","1993-03-01","M. longa","Crustaceans","Metridia longa","Whole body","Adult","Not reported","Authors report species ID as provisional. Some uncertainty over tissue in copepods but in all likelihood is whole body,"
"ARKIXb1993FramGrnld_GS-Copper-BiotaAquatic-1993-03-01-RM. norvegica","ARKIXb1993FramGrnld_GS","Copper","Biota","Biota, Aquatic","Internal","1993-03-01","M. norvegica","Crustaceans","Meganyctiphanes norvegica","Whole body","Adult","Not reported","Authors report species ID as provisional. Some uncertainty over tissue in copepods but in all likelihood is whole body,"
"ARKIXb1993FramGrnld_FS-Copper-BiotaAquatic-1993-03-01-RT. abyssorum","ARKIXb1993FramGrnld_FS","Copper","Biota","Biota, Aquatic","Internal","1993-03-01","T. abyssorum","Crustaceans","Themisto abyssorum","Whole body","Adult","Not reported","Authors report species ID as provisional. Some uncertainty over tissue in copepods but in all likelihood is whole body,"
"ARKIXb1993FramGrnld_GS-Copper-BiotaAquatic-1993-03-01-RT. abyssorum","ARKIXb1993FramGrnld_GS","Copper","Biota","Biota, Aquatic","Internal","1993-03-01","T. abyssorum","Crustaceans","Themisto abyssorum","Whole body","Adult","Not reported","Authors report species ID as provisional. Some uncertainty over tissue in copepods but in all likelihood is whole body,"
"ARKIXb1993FramGrnld_GS-Copper-BiotaAquatic-1993-03-01-RT. inermis","ARKIXb1993FramGrnld_GS","Copper","Biota","Biota, Aquatic","Internal","1993-03-01","T. inermis","Crustaceans","Thysanoessa inermis","Whole body","Adult","Not reported","Authors report species ID as provisional. Some uncertainty over tissue in copepods but in all likelihood is whole body,"
"ARKIXb1993FramGrnld_FS-Copper-BiotaAquatic-1993-03-01-RT. libellula","ARKIXb1993FramGrnld_FS","Copper","Biota","Biota, Aquatic","Internal","1993-03-01","T. libellula","Crustaceans","Themisto libellula","Whole body","Adult","Not reported","Authors report species ID as provisional. Some uncertainty over tissue in copepods but in all likelihood is whole body,"
"ARKIXb1993FramGrnld_GS-Copper-BiotaAquatic-1993-03-01-RT. libellula","ARKIXb1993FramGrnld_GS","Copper","Biota","Biota, Aquatic","Internal","1993-03-01","T. libellula","Crustaceans","Themisto libellula","Whole body","Adult","Not reported","Authors report species ID as provisional. Some uncertainty over tissue in copepods but in all likelihood is whole body,"
