SITE_CODE,PARAMETER_NAME,SAMPLING_DATE,ENVIRON_COMPARTMENT_SUB,SUBSAMPLE,MEASURED_FLAG,MEASURED_VALUE,UNCERTAINTY_TYPE,UNCERTAINTY_UPPER,UNCERTAINTY_LOWER,MEASURED_UNIT,MEASURED_N,LOQ_VALUE,LOQ_UNIT,LOD_VALUE,LOD_UNIT,SAMPLING_PROTOCOL,EXTRACTION_PROTOCOL,FRACTIONATION_PROTOCOL,ANALYTICAL_PROTOCOL,REFERENCE_ID,SAMPLE_ID,CAMPAIGN_NAME_SHORT,ENVIRON_COMPARTMENT,PARAMETER_TYPE,MEASURED_TYPE,MEASUREMENT_COMMENT
CAGE22-1_Core1,Copper,01/04/2022,Porewater,17 cm,,0.0743,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-17Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,19 cm,,0.0173,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-19Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,21 cm,,0.0179,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-21Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,23 cm,,0.0211,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-23Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,25 cm,,0.0201,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-25Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,27 cm,,0.0192,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-27Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,29 cm,,0.0186,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-29Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,31 cm,,0.0189,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-31Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,33 cm,,0.0176,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-33Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,BW-1,,0.0387,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-Bw1,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,BW-2,,0.0353,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-Bw2,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,1 cm,,0.0456,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-1Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,3 cm,,0.0268,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-3Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,5 cm,,0.0397,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-5Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,7 cm,,0.0290,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-7Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
CAGE22-1_Core1,Copper,01/04/2022,Porewater,9 cm,,0.0268,Not relevant,,,µM,1,,,,,S01_CoreSampling_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_InductivelyCoup_Repparfjor,2024HoffBiogeochemicalImpactOf,CAGE22-1_Core1-Copper-Porewater-2022-04-01-R-9Cm,RepparfjordenGeochemistryFormanifera,Aquatic,Stressor,Concentration,"No concentrations below LOQ, LOQ. Limits not reported"
