"SITE_CODE","PARAMETER_NAME","SAMPLING_DATE","ENVIRON_COMPARTMENT_SUB","SUBSAMPLE","MEASURED_FLAG","MEASURED_VALUE","UNCERTAINTY_TYPE","UNCERTAINTY_UPPER","UNCERTAINTY_LOWER","MEASURED_UNIT","MEASURED_N","LOQ_VALUE","LOQ_UNIT","LOD_VALUE","LOD_UNIT","SAMPLING_PROTOCOL","EXTRACTION_PROTOCOL","FRACTIONATION_PROTOCOL","ANALYTICAL_PROTOCOL","REFERENCE_ID","SAMPLE_ID","CAMPAIGN_NAME_SHORT","ENVIRON_COMPARTMENT","PARAMETER_TYPE","MEASURED_TYPE","MEASUREMENT_COMMENT","CAMPAIGN_NAME","CAMPAIGN_START_DATE","CAMPAIGN_END_DATE","RELIABILITY_SCORE","RELIABILITY_EVAL_SYS","CONFIDENTIALITY_EXPIRY_DATE","ORGANISATION","ENTERED_BY","ENTERED_DATE","CAMPAIGN_COMMENT"
"BarentsEchinoderms2015_St7","Copper","2015-08-01","Biota, Aquatic","Pteraster obscurus","",16.13,"Not Relevant",,,"mg/kg (dry)",1,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St7-Copper-BiotaAquatic-2015-08-01-R-PterasterObscurus","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St7","Copper","2015-08-01","Biota, Aquatic","Heliometra glacialis","",2.5,"Not Relevant",,,"mg/kg (dry)",1,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St7-Copper-BiotaAquatic-2015-08-01-R-HeliometraGlacialis","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St8","Copper","2015-08-01","Biota, Aquatic","Ctenodiscus crispatus","",15.95,"Standard Deviation",21.08,10.82,"mg/kg (dry)",3,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St8-Copper-BiotaAquatic-2015-08-01-R-CtenodiscusCrispatus","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St8","Copper","2015-08-01","Biota, Aquatic","Ophiopleura borealis","",7.53,"Not Relevant",,,"mg/kg (dry)",1,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St8-Copper-BiotaAquatic-2015-08-01-R-OphiopleuraBorealis","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St9","Copper","2015-08-01","Biota, Aquatic","1","",2.74,"Not Relevant",,,"mg/kg (dry)",1,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St9-Copper-BiotaAquatic-2015-08-01-R-1","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St12","Copper","2015-08-01","Biota, Aquatic","Ctenodiscus crispatus","",32.32,"Not Relevant",,,"mg/kg (dry)",1,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St12-Copper-BiotaAquatic-2015-08-01-R-CtenodiscusCrispatus","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St12","Copper","2015-08-01","Biota, Aquatic","Icasterias panopla","",7.71,"Not Relevant",,,"mg/kg (dry)",1,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St12-Copper-BiotaAquatic-2015-08-01-R-IcasteriasPanopla","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St12","Copper","2015-08-01","Biota, Aquatic","Pontaster tenuispinus","",8.32,"Not Relevant",,,"mg/kg (dry)",1,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St12-Copper-BiotaAquatic-2015-08-01-R-PontasterTenuispinus","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St13","Copper","2015-08-01","Biota, Aquatic","Pontaster tenuispinus","",14.01,"Not Relevant",,,"mg/kg (dry)",1,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St13-Copper-BiotaAquatic-2015-08-01-R-PontasterTenuispinus","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St13","Copper","2015-08-01","Biota, Aquatic","Heliometra glacialis","",14.99,"Not Relevant",,,"mg/kg (dry)",2,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St13-Copper-BiotaAquatic-2015-08-01-R-HeliometraGlacialis","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St14","Copper","2015-08-01","Biota, Aquatic","Crossaster papposus","",10.26,"Not Relevant",,,"mg/kg (dry)",1,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St14-Copper-BiotaAquatic-2015-08-01-R-CrossasterPapposus","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St14","Copper","2015-08-01","Biota, Aquatic","Ophiura sarsii","",2.87,"Not Relevant",,,"mg/kg (dry)",1,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St14-Copper-BiotaAquatic-2015-08-01-R-OphiuraSarsii","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St15","Copper","2015-08-01","Biota, Aquatic","1","",4.14,"Standard Deviation",6.33,1.95,"mg/kg (dry)",3,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St15-Copper-BiotaAquatic-2015-08-01-R-1","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St16","Copper","2015-08-01","Biota, Aquatic","1","",1.94,"Not Relevant",,,"mg/kg (dry)",1,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St16-Copper-BiotaAquatic-2015-08-01-R-1","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St17","Copper","2015-08-01","Biota, Aquatic","Ctenodiscus crispatus","",27.09,"Not Relevant",,,"mg/kg (dry)",2,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St17-Copper-BiotaAquatic-2015-08-01-R-CtenodiscusCrispatus","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
"BarentsEchinoderms2015_St17","Copper","2015-08-01","Biota, Aquatic","Pontaster tenuispinus","",9.4,"Not Relevant",,,"mg/kg (dry)",1,0.43,"mg/kg (dry)",1.41,"mg/kg (dry)","S01_TrawlSampling_BarentsEch","E01_Microwaveassist_BarentsEch","E01_Microwaveassist_BarentsEch","A01_InductivelyCoup_BarentsEch","2024IglikowskaTraceMetalsIn","BarentsEchinoderms2015_St17-Copper-BiotaAquatic-2015-08-01-R-PontasterTenuispinus","BarentsEchinoderms2015","Biota","Stressor","Concentration",,"Barents Sea echinoderm collection","2015-08-01","2015-09-30",,"Not relevant",,"Institute of Marine Research, Bergen","SAW","2025-12-17","Echinoderms collected during summer cruise of R/V Johan Hjort at depths ranging from 74 to 309 m using bottom trawl dragged on the sea bottom for 15 min. 84 specimens analyzed representing 17 species and four echinoderm classes."
